#Thorlabs FTS
[SpectrumHeader]
#Date;20220615
#Time;11594905
#GMTTime;14594905
#XAxisUnit;nm_air
#YAxisUnit;intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;3.000000
#TriggerMode;0
#InterferometerSerial;M00404267
#Source;
#AirMeasureOpt;0
#WnrMin;9801.955078
#WnrMax;51689.597656
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#Instrument;0
#InstrModel;CCS200
#Type;emission
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#Name;
#Comment;""
[Data]
1.934625244e+02;2.967577602e-04
1.936655121e+02;1.876490773e-03
1.938684998e+02;3.235328768e-04
1.940715179e+02;2.432074834e-04
1.942745514e+02;9.393609944e-04
1.944776001e+02;5.912842462e-04
1.946806641e+02;3.081371775e-03
1.948837433e+02;2.304892987e-03
1.950868378e+02;1.849715598e-03
1.952899628e+02;-9.081233293e-04
1.954930878e+02;1.126786927e-03
1.956962280e+02;1.896572066e-04
1.958993835e+02;-1.316444104e-04
1.961025696e+02;-1.041999087e-03
1.963057556e+02;1.628820755e-04
1.965089722e+02;1.956816064e-03
1.967122040e+02;-9.884487372e-04
1.969154358e+02;-3.190703574e-04
1.971186981e+02;2.144242171e-03
1.973219757e+02;-1.309750369e-03
1.975252533e+02;2.231261305e-06
1.977285614e+02;1.093318060e-04
1.979318848e+02;6.716096541e-04
1.981352234e+02;-3.458455030e-04
1.983385773e+02;2.893945901e-03
1.985419464e+02;-4.261709109e-04
1.987453461e+02;2.037141472e-03
1.989487457e+02;-1.175874728e-03
1.991521606e+02;-2.387449640e-04
1.993555908e+02;1.019686460e-03
1.995590515e+02;3.235328768e-04
1.997625122e+02;5.912842462e-04
1.999660034e+02;1.715839957e-03
2.001694946e+02;7.787101786e-04
2.003730164e+02;4.038582847e-04
2.005765533e+02;4.841836926e-04
2.007800903e+02;1.581964316e-03
2.009836578e+02;-1.316444104e-04
2.011872406e+02;5.109588383e-04
2.013908386e+02;-1.851946872e-04
2.015944519e+02;1.100011868e-03
2.017980804e+02;-1.657827175e-03
2.020017242e+02;2.967577602e-04
2.022053833e+02;2.652969677e-03
2.024090576e+02;1.287437743e-03
2.026127472e+02;5.578153286e-05
2.028164520e+02;2.304892987e-03
2.030201721e+02;-8.813482127e-04
2.032239227e+02;3.503080225e-04
2.034276733e+02;-2.139779506e-03
2.036314545e+02;8.858107612e-04
2.038352356e+02;-1.068774145e-03
2.040390472e+02;2.920720959e-03
2.042428589e+02;2.967577602e-04
2.044467010e+02;-1.095549320e-03
2.046505585e+02;-3.993957653e-04
2.048544159e+02;-1.202649903e-03
2.050583038e+02;-4.261709109e-04
2.052622070e+02;9.393609944e-04
2.054661255e+02;4.038582847e-04
2.056700592e+02;1.180337276e-03
2.058740082e+02;2.465543803e-03
2.060779724e+02;8.590355865e-04
2.062819519e+02;-8.545730961e-04
