#Thorlabs FTS
[SpectrumHeader]
#Date;20220615
#Time;11245871
#GMTTime;14245871
#XAxisUnit;nm_air
#YAxisUnit;intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;3.000000
#TriggerMode;0
#InterferometerSerial;M00404267
#Source;
#AirMeasureOpt;0
#WnrMin;9801.955078
#WnrMax;51689.597656
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#Instrument;0
#InstrModel;CCS200
#Type;emission
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#Name;
#Comment;""
[Data]
1.934625244e+02;1.224350533e-03
1.936655121e+02;9.567328962e-04
1.938684998e+02;5.285447696e-04
1.940715179e+02;1.197588746e-03
1.942745514e+02;8.496858645e-04
1.944776001e+02;6.623535883e-04
1.946806641e+02;1.813109266e-03
1.948837433e+02;1.170826959e-03
1.950868378e+02;1.866632723e-03
1.952899628e+02;1.358159352e-03
1.954930878e+02;7.158771041e-04
1.956962280e+02;1.117303502e-03
1.958993835e+02;2.375106094e-03
1.961025696e+02;2.321582753e-03
1.963057556e+02;2.401867881e-03
1.965089722e+02;4.214977089e-04
1.967122040e+02;1.806418877e-04
1.969154358e+02;-3.813550866e-04
1.971186981e+02;1.224350533e-03
1.973219757e+02;2.589200391e-03
1.975252533e+02;3.412124352e-04
1.977285614e+02;1.679300447e-03
1.979318848e+02;1.358159352e-03
1.981352234e+02;1.277873991e-03
1.983385773e+02;3.632908920e-03
1.985419464e+02;1.806418877e-04
1.987453461e+02;7.961623487e-04
1.989487457e+02;-7.560197264e-04
1.991521606e+02;2.294820966e-03
1.993555908e+02;1.090541715e-03
1.995590515e+02;8.229241357e-04
1.997625122e+02;2.375106094e-03
1.999660034e+02;7.694006199e-04
2.001694946e+02;2.074036456e-04
2.003730164e+02;2.107488690e-03
2.005765533e+02;9.567328962e-04
2.007800903e+02;2.562438603e-03
2.009836578e+02;2.268059179e-03
2.011872406e+02;2.241297392e-03
2.013908386e+02;2.749770880e-03
2.015944519e+02;2.294820966e-03
2.017980804e+02;-4.081168445e-04
2.020017242e+02;2.027203329e-03
2.022053833e+02;2.214535605e-03
2.024090576e+02;2.053965116e-03
2.026127472e+02;1.063779928e-03
2.028164520e+02;2.642723732e-03
2.030201721e+02;1.251112320e-03
2.032239227e+02;1.706062234e-03
2.034276733e+02;1.331397565e-03
2.036314545e+02;2.341654035e-04
2.038352356e+02;2.341654035e-04
2.040390472e+02;1.170826959e-03
2.042428589e+02;5.553064984e-04
2.044467010e+02;2.107488690e-03
2.046505585e+02;8.764476515e-04
2.048544159e+02;2.455391455e-03
2.050583038e+02;1.090541715e-03
2.052622070e+02;2.615961945e-03
2.054661255e+02;2.341654035e-04
2.056700592e+02;1.251112320e-03
2.058740082e+02;2.876889193e-04
2.060779724e+02;1.893394510e-03
2.062819519e+02;6.088300142e-04
2.064859467e+02;1.652538660e-03
2.066899567e+02;1.358159352e-03
2.068939972e+02;1.438444597e-03
2.070980377e+02;1.973679755e-03
2.073020935e+02;2.080726903e-03
2.075061798e+02;1.271183573e-04
2.077102661e+02;2.080726903e-03
2.079143677e+02;1.572253415e-03
2.081184998e+02;1.438444597e-03
2.083226471e+02;2.609271614e-04
2.085267944e+02;-4.616403603e-04
2.087309723e+02;1.706062234e-03
2.089351654e+02;3.070911858e-03
2.091393585e+02;2.214535605e-03
2.093435822e+02;1.170826959e-03
2.095478210e+02;1.411682810e-03
2.097520752e+02;-4.616403603e-04
2.099563446e+02;-6.021395893e-05
2.101606293e+02;1.010256470e-03
2.103649292e+02;9.299711674e-04
2.105692444e+02;1.224350533e-03
2.107735748e+02;9.834946832e-04
2.109779205e+02;1.465206384e-03
2.111822815e+02;1.438444597e-03
2.113866730e+02;5.553064984e-04
2.115910645e+02;2.508915029e-03
2.117954712e+02;1.170826959e-03
2.119999084e+02;2.341654035e-04
2.122043457e+02;1.144065289e-03
2.124088135e+02;9.567328962e-04
2.126132813e+02;2.348344540e-03
2.128177795e+02;1.411682810e-03
2.130222778e+02;2.669485519e-03
2.132268066e+02;2.455391455e-03
2.134313507e+02;3.579385346e-03
2.136359100e+02;2.375106094e-03
2.138404694e+02;2.990626730e-03
2.140450592e+02;2.341654035e-04
2.142496643e+02;2.027203329e-03
2.144542847e+02;8.229241357e-04
2.146589203e+02;1.331397565e-03
2.148635712e+02;7.158771041e-04
2.150682373e+02;-4.616403603e-04
2.152729187e+02;1.304635778e-03
2.154776154e+02;2.074036456e-04
2.156823273e+02;1.813109266e-03
2.158870697e+02;2.669485519e-03
2.160918121e+02;2.007132025e-05
